Tags	Asker Reputation	Asker Id	User type	Profile Image	Asker Name	Link to Asker	Is Answered	View Count	Answer Count	Score	last_activity_date	creation_date	Question Id	link	Title	Answerer reputation	Answerer Id	Answerer user_type	Answerer accept rate	Answerer profile_image	Answerer Name	Answerer link	Is Accepted	Answerer score	last_activity_date	last_edit_date	creation_date	Answer_id	Question_id
['c#', '.net', '.net-core']	4455	1840823	registered	https://i.stack.imgur.com/e57C0.jpg?s=128&g=1	Casey Crookston	https://stackoverflow.com/users/1840823/casey-crookston	False	31	3	-1	1573109553	1573106900	58742865	https://stackoverflow.com/questions/58742865/multiple-get-methods-with-a-single-parameter-result-in-ambiguousmatchexception	Multiple GET() methods with a single parameter result in AmbiguousMatchException: The request matched multiple endpoints	1314	420587	registered	83	https://www.gravatar.com/avatar/53e705566dc417701a77aac8b30d91d6?s=128&d=identicon&r=PG	Georgi Georgiev	https://stackoverflow.com/users/420587/georgi-georgiev	False	-1	1573109553	1573109553	1573108931	58743264	58742865
['c#', '.net', '.net-core']	4455	1840823	registered	https://i.stack.imgur.com/e57C0.jpg?s=128&g=1	Casey Crookston	https://stackoverflow.com/users/1840823/casey-crookston	False	31	3	-1	1573109553	1573106900	58742865	https://stackoverflow.com/questions/58742865/multiple-get-methods-with-a-single-parameter-result-in-ambiguousmatchexception	Multiple GET() methods with a single parameter result in AmbiguousMatchException: The request matched multiple endpoints	803	2474694	registered	N/A	https://www.gravatar.com/avatar/3feebe9056b70e07af85fd9398987ad9?s=128&d=identicon&r=PG	User965207	https://stackoverflow.com/users/2474694/user965207	False	-1	1573108222	N/A	1573108222	58743134	58742865
['c#', '.net', '.net-core']	4455	1840823	registered	https://i.stack.imgur.com/e57C0.jpg?s=128&g=1	Casey Crookston	https://stackoverflow.com/users/1840823/casey-crookston	False	31	3	-1	1573109553	1573106900	58742865	https://stackoverflow.com/questions/58742865/multiple-get-methods-with-a-single-parameter-result-in-ambiguousmatchexception	Multiple GET() methods with a single parameter result in AmbiguousMatchException: The request matched multiple endpoints	6001	1678053	registered	60	https://i.stack.imgur.com/Tt3Jc.jpg?s=128&g=1	gldraphael	https://stackoverflow.com/users/1678053/gldraphael	False	-1	1573107027	N/A	1573107027	58742883	58742865
['c#', '.net', 'dllimport']	6	12248993	registered	https://www.gravatar.com/avatar/5c3b34220bbfa09aea49b415c05489a8?s=128&d=identicon&r=PG&f=1	bpoom za	https://stackoverflow.com/users/12248993/bpoom-za	False	11	1	0	1573109474	1573108928	58743261	https://stackoverflow.com/questions/58743261/dll-is-missing-right-after-publishing-it-net-winforms	Dll is missing right after publishing it. .net WinForms	20018	2118383	registered	65	https://i.stack.imgur.com/GGDXE.jpg?s=128&g=1	Vignesh Kumar A	https://stackoverflow.com/users/2118383/vignesh-kumar-a	False	0	1573109474	N/A	1573109474	58743357	58743261
['c#', 'asp.net', '.net', 'json', 'asp.net-mvc']	1475	3858689	registered	https://www.gravatar.com/avatar/c24067910960e39dab4d8364b81a0c8a?s=128&d=identicon&r=PG&f=1	KidCode	https://stackoverflow.com/users/3858689/kidcode	True	48659	6	45	1573109222	1436036521	31224206	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6	Predefined type &#39;System.Object&#39; is not defined or imported .net 4.6	19	2571791	registered	N/A	https://www.gravatar.com/avatar/70c4325c3c4af740d0a8a62b04e2f634?s=128&d=identicon&r=PG&f=1	shailesh M	https://stackoverflow.com/users/2571791/shailesh-m	False	0	1573109222	N/A	1573109222	58743319	31224206
['c#', 'asp.net', '.net', 'json', 'asp.net-mvc']	1475	3858689	registered	https://www.gravatar.com/avatar/c24067910960e39dab4d8364b81a0c8a?s=128&d=identicon&r=PG&f=1	KidCode	https://stackoverflow.com/users/3858689/kidcode	True	48659	6	45	1573109222	1436036521	31224206	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6	Predefined type &#39;System.Object&#39; is not defined or imported .net 4.6	1242	1093228	registered	66	https://i.stack.imgur.com/RRlfa.jpg?s=128&g=1	Navid_pdp11	https://stackoverflow.com/users/1093228/navid-pdp11	False	15	1535193772	N/A	1535193772	52016488	31224206
['c#', 'asp.net', '.net', 'json', 'asp.net-mvc']	1475	3858689	registered	https://www.gravatar.com/avatar/c24067910960e39dab4d8364b81a0c8a?s=128&d=identicon&r=PG&f=1	KidCode	https://stackoverflow.com/users/3858689/kidcode	True	48659	6	45	1573109222	1436036521	31224206	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6	Predefined type &#39;System.Object&#39; is not defined or imported .net 4.6	11	5717181	registered	N/A	https://lh5.googleusercontent.com/-m3L7Z7AVyzc/AAAAAAAAAAI/AAAAAAAAAAA/Fl-viAot48c/photo.jpg?sz=128	Sarah Wessel	https://stackoverflow.com/users/5717181/sarah-wessel	False	0	1522776731	N/A	1522776731	49636012	31224206
['c#', 'asp.net', '.net', 'json', 'asp.net-mvc']	1475	3858689	registered	https://www.gravatar.com/avatar/c24067910960e39dab4d8364b81a0c8a?s=128&d=identicon&r=PG&f=1	KidCode	https://stackoverflow.com/users/3858689/kidcode	True	48659	6	45	1573109222	1436036521	31224206	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6	Predefined type &#39;System.Object&#39; is not defined or imported .net 4.6	717	4990859	registered	88	https://www.gravatar.com/avatar/99c7cab32cb6deece3292c33b611da50?s=128&d=identicon&r=PG&f=1	gneric	https://stackoverflow.com/users/4990859/gneric	False	38	1520866624	N/A	1520866624	49238274	31224206
['c#', 'asp.net', '.net', 'json', 'asp.net-mvc']	1475	3858689	registered	https://www.gravatar.com/avatar/c24067910960e39dab4d8364b81a0c8a?s=128&d=identicon&r=PG&f=1	KidCode	https://stackoverflow.com/users/3858689/kidcode	True	48659	6	45	1573109222	1436036521	31224206	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6	Predefined type &#39;System.Object&#39; is not defined or imported .net 4.6	7907	15349	registered	89	https://www.gravatar.com/avatar/d31c743145ddaa5b8ff103815078445b?s=128&d=identicon&r=PG	Peter	https://stackoverflow.com/users/15349/peter	False	3	1456227435	N/A	1456227435	35576529	31224206
['c#', 'asp.net', '.net', 'json', 'asp.net-mvc']	1475	3858689	registered	https://www.gravatar.com/avatar/c24067910960e39dab4d8364b81a0c8a?s=128&d=identicon&r=PG&f=1	KidCode	https://stackoverflow.com/users/3858689/kidcode	True	48659	6	45	1573109222	1436036521	31224206	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6	Predefined type &#39;System.Object&#39; is not defined or imported .net 4.6	11994	547640	registered	80	https://www.gravatar.com/avatar/c4b225b23e824b87350647be70b5c44c?s=128&d=identicon&r=PG	Karl-Johan Sj&#246;gren	https://stackoverflow.com/users/547640/karl-johan-sj%c3%b6gren	True	2	1436038440	N/A	1436038440	31224444	31224206
['c#', '.net', 'winforms']	3	1444358	registered	https://www.gravatar.com/avatar/4112538fc7a0ee5753c6155843688189?s=128&d=identicon&r=PG	Tendai Mare	https://stackoverflow.com/users/1444358/tendai-mare	False	181	1	0	1573109069	1572438848	58625512	https://stackoverflow.com/questions/58625512/some-controls-on-form-not-resizing-on-some-forms-in-c-windows-form	Some controls on form not resizing on some forms in C# windows form	1843	536221	registered	38	https://www.gravatar.com/avatar/7f4d402ef819528e31690f645e0a6621?s=128&d=identicon&r=PG	N.K	https://stackoverflow.com/users/536221/n-k	False	0	1573102377	N/A	1573102377	58742169	58625512
['c#', '.net', 'asp.net-mvc']	1	12185934	registered	https://lh4.googleusercontent.com/-FUhEklFPzG0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcSyB4UDxcCnuKxcpiN6PyTC0R9kQ/photo.jpg?sz=128	Sumit Sorate	https://stackoverflow.com/users/12185934/sumit-sorate	False	34	1	0	1573106551	1573023713	58724696	https://stackoverflow.com/questions/58724696/how-to-update-status-in-db-on-webpage-leave-closed	How to update status in db on webpage leave/closed?	5008	77884	registered	98	https://i.stack.imgur.com/dUwhF.jpg?s=128&g=1	Kjensen	https://stackoverflow.com/users/77884/kjensen	False	0	1573033168	N/A	1573033168	58727062	58724696
['.net', 'regex', 'powershell']	143	933433	registered	https://www.gravatar.com/avatar/6a6b94c49f30120c7d0afa192d682ebc?s=128&d=identicon&r=PG	Chris Keller	https://stackoverflow.com/users/933433/chris-keller	False	20	1	0	1573105520	1573090550	58740755	https://stackoverflow.com/questions/58740755/how-to-group-powershell-select-string-output-based-on-filename	How to group powershell select-string output based on filename	16	9083094	registered	N/A	https://www.gravatar.com/avatar/24515e0d2e39b1f5a6e9b588ecef8c91?s=128&d=identicon&r=PG&f=1	Narayana Lvsl	https://stackoverflow.com/users/9083094/narayana-lvsl	False	0	1573105520	N/A	1573105520	58742634	58740755
['c#', '.net']	4455	1840823	registered	https://i.stack.imgur.com/e57C0.jpg?s=128&g=1	Casey Crookston	https://stackoverflow.com/users/1840823/casey-crookston	True	36	1	1	1573104326	1573103406	58742284	https://stackoverflow.com/questions/58742284/how-to-use-linq-to-query-a-key-property-using-generic-types	How to use LINQ to query a [key] property using generic types?	19523	418729	registered	95	https://i.stack.imgur.com/FMsvM.jpg?s=128&g=1	Sadique	https://stackoverflow.com/users/418729/sadique	True	1	1573104326	1573104326	1573103977	58742376	58742284
['c#', '.net', 'linq', 'list', 'ienumerable']	1791	2836246	registered	https://www.gravatar.com/avatar/9d247babb06d4c78d8eb02d7ddb9b045?s=128&d=identicon&r=PG	Cieja	https://stackoverflow.com/users/2836246/cieja	True	1836	1	0	1573104244	1460023017	36472668	https://stackoverflow.com/questions/36472668/union-two-list-by-property	Union two list by property	3453	2644664	registered	24	https://www.gravatar.com/avatar/8ec6609783875e9abf4f0b7caf350079?s=128&d=identicon&r=PG	M.S.	https://stackoverflow.com/users/2644664/m-s	True	4	1460023728	N/A	1460023728	36472988	36472668
['c#', '.net', 'winforms', 'metroframework']	10	5912557	registered	https://graph.facebook.com/1090175991033902/picture?type=large	James Matthew Villar	https://stackoverflow.com/users/5912557/james-matthew-villar	False	27	1	0	1573102954	1573099367	58741820	https://stackoverflow.com/questions/58741820/how-to-fix-metro-message-box-bug-it-doesnt-read-the-form-owners-size-and-loca	How to fix Metro Message Box Bug, it doesn&#39;t read the form owner&#39;s size and location	44	11790221	registered	N/A	https://www.gravatar.com/avatar/083e1708574786c381e3a37c48a2cbf3?s=128&d=identicon&r=PG&f=1	Alexey M	https://stackoverflow.com/users/11790221/alexey-m	False	0	1573100777	N/A	1573100777	58741988	58741820
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	1429	494635	registered	86	https://www.gravatar.com/avatar/0feb71c64279a21a5b61e87d1842197c?s=128&d=identicon&r=PG	Damien Sawyer	https://stackoverflow.com/users/494635/damien-sawyer	False	0	1572547762	N/A	1572547762	58649603	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	3151	148657	registered	30	https://www.gravatar.com/avatar/bb5612cf13e4d987bb3f2a3fc4e9604b?s=128&d=identicon&r=PG&f=1	Raghav	https://stackoverflow.com/users/148657/raghav	False	1	1569435865	N/A	1569435865	58104475	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	3151	148657	registered	30	https://www.gravatar.com/avatar/bb5612cf13e4d987bb3f2a3fc4e9604b?s=128&d=identicon&r=PG&f=1	Raghav	https://stackoverflow.com/users/148657/raghav	False	1	1568797011	N/A	1568797011	57988833	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	1375	1109689	registered	67	https://www.gravatar.com/avatar/68f0d70e27d1cc00bdc1d883da0219a9?s=128&d=identicon&r=PG	h-rai	https://stackoverflow.com/users/1109689/h-rai	False	1	1566937023	1566937023	1561941379	56828991	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	1836	1371188	registered	96	https://www.gravatar.com/avatar/db9bfc9183f8637927d756ebe8a373b7?s=128&d=identicon&r=PG	kamilk	https://stackoverflow.com/users/1371188/kamilk	False	20	1557493357	1557493357	1557491265	56077736	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	13	8813822	registered	N/A	https://lh6.googleusercontent.com/-KJHDap-Tiok/AAAAAAAAAAI/AAAAAAAAAHQ/ae9Qdltm5_A/photo.jpg?sz=128	Vijay Verma	https://stackoverflow.com/users/8813822/vijay-verma	False	1	1555412722	N/A	1555412722	55706715	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	446	2608448	registered	55	https://www.gravatar.com/avatar/8bcd6ac5bea31c7182e71cd0308c03c1?s=128&d=identicon&r=PG	George Phillipson	https://stackoverflow.com/users/2608448/george-phillipson	False	1	1552947012	N/A	1552947012	55230796	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	1	10341511	registered	N/A	https://lh3.googleusercontent.com/-8Ubu6Br7Zm0/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaNoWLPn69JF6srQvWfM_ye8rjpItg/mo/photo.jpg?sz=128	Rakendu Shukla	https://stackoverflow.com/users/10341511/rakendu-shukla	False	-3	1542190930	1542190930	1542190544	53297754	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	4241	41403	registered	88	https://www.gravatar.com/avatar/476b1c3cf22e774b835403adc9af6a59?s=128&d=identicon&r=PG	Quango	https://stackoverflow.com/users/41403/quango	False	86	1539778520	1539778520	1533720360	51743098	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	511	4972314	registered	N/A	https://i.stack.imgur.com/tv1rW.png?s=128&g=1	Kyle Dodge	https://stackoverflow.com/users/4972314/kyle-dodge	False	3	1524982199	N/A	1524982199	50083875	49925484
['asp.net', '.net', 'asp.net-mvc', '.net-framework-version']	4432	105937	registered	https://www.gravatar.com/avatar/ca07de5465382927e1e0c34637e1e21d?s=128&d=identicon&r=PG&f=1	emzero	https://stackoverflow.com/users/105937/emzero	True	40269	11	71	1573099641	1524153717	49925484	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0	You must add a reference to assembly &#39;netstandard, Version=2.0.0.0	110	3902220	registered	N/A	https://www.gravatar.com/avatar/7c8cb85ffa9a8a89328e9cc0b2f729a7?s=128&d=identicon&r=PG&f=1	ivw	https://stackoverflow.com/users/3902220/ivw	False	0	1524600888	1524600888	1524598359	50009534	49925484
['c#', '.net', 'task-parallel-library', '.net-4.5', 'c#-5.0']	546	1149328	registered	https://www.gravatar.com/avatar/53d78f0c086cb23375849308b9b6bd43?s=128&d=identicon&r=PG	Andrii	https://stackoverflow.com/users/1149328/andrii	True	684	3	2	1573095847	1367877166	16407904	https://stackoverflow.com/questions/16407904/what-is-the-best-way-to-return-completed-task	What is the best way to return completed Task?	11018	581076	registered	47	https://i.stack.imgur.com/KQGy0.png?s=128&g=1	tymtam	https://stackoverflow.com/users/581076/tymtam	False	3	1573095847	1573095847	1572472769	58634221	16407904
['c#', '.net', 'task-parallel-library', '.net-4.5', 'c#-5.0']	546	1149328	registered	https://www.gravatar.com/avatar/53d78f0c086cb23375849308b9b6bd43?s=128&d=identicon&r=PG	Andrii	https://stackoverflow.com/users/1149328/andrii	True	684	3	2	1573095847	1367877166	16407904	https://stackoverflow.com/questions/16407904/what-is-the-best-way-to-return-completed-task	What is the best way to return completed Task?	830418	23354	moderator	100	https://i.stack.imgur.com/3vbu5.jpg?s=128&g=1	Marc Gravell	https://stackoverflow.com/users/23354/marc-gravell	False	4	1367877834	N/A	1367877834	16408030	16407904
['c#', '.net', 'task-parallel-library', '.net-4.5', 'c#-5.0']	546	1149328	registered	https://www.gravatar.com/avatar/53d78f0c086cb23375849308b9b6bd43?s=128&d=identicon&r=PG	Andrii	https://stackoverflow.com/users/1149328/andrii	True	684	3	2	1573095847	1367877166	16407904	https://stackoverflow.com/questions/16407904/what-is-the-best-way-to-return-completed-task	What is the best way to return completed Task?	546	1149328	registered	8	https://www.gravatar.com/avatar/53d78f0c086cb23375849308b9b6bd43?s=128&d=identicon&r=PG	Andrii	https://stackoverflow.com/users/1149328/andrii	False	4	1367877692	N/A	1367877692	16408003	16407904
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	121	1771539	registered	N/A	https://i.stack.imgur.com/snRBY.png?s=128&g=1	TheHUTMan	https://stackoverflow.com/users/1771539/thehutman	False	1	1520452733	1520452733	1520452248	49160120	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	176	6544091	registered	N/A	https://www.gravatar.com/avatar/4d5f17e4f182cb09c7773e55bb38ce9f?s=128&d=identicon&r=PG&f=1	Brackets	https://stackoverflow.com/users/6544091/brackets	False	4	1500577059	N/A	1500577059	45223149	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	168	1814859	registered	83	https://www.gravatar.com/avatar/a93e11b22f4e1e8f213bbd0c87a8887c?s=128&d=identicon&r=PG	Johan Holtby	https://stackoverflow.com/users/1814859/johan-holtby	False	1	1449567832	N/A	1449567832	34152560	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	923	2565094	registered	N/A	https://i.stack.imgur.com/3Lc3K.png?s=128&g=1	sveilleux2	https://stackoverflow.com/users/2565094/sveilleux2	False	19	1373382940	N/A	1373382940	17551932	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	177	944560	registered	N/A	https://i.stack.imgur.com/JPgLA.gif?s=128&g=1	Elephant	https://stackoverflow.com/users/944560/elephant	False	3	1361440180	N/A	1361440180	14999096	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	5820	4714	registered	100	https://i.stack.imgur.com/guxyG.jpg?s=128&g=1	Abbas	https://stackoverflow.com/users/4714/abbas	True	15	1325609969	N/A	1325609969	8715777	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	426	993745	registered	91	https://www.gravatar.com/avatar/09895052e72e0a4602f1e683022ebd13?s=128&d=identicon&r=PG	javasocute	https://stackoverflow.com/users/993745/javasocute	False	0	1325609689	N/A	1325609689	8715700	8715459
['c#', '.net', 'winforms', 'datagridview']	2776	546220	registered	https://www.gravatar.com/avatar/92e02cc2974df2b48185aae6ff5d8a24?s=128&d=identicon&r=PG&f=1	Jeb	https://stackoverflow.com/users/546220/jeb	True	25412	8	22	1573094948	1325608775	8715459	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview	Disabling or greying out a DataGridView	2215	301552	registered	80	https://www.gravatar.com/avatar/96aed788e46c2c0145c0c02e46de95a8?s=128&d=identicon&r=PG	Tom Morgan	https://stackoverflow.com/users/301552/tom-morgan	False	-1	1325608993	N/A	1325608993	8715510	8715459
['.net', 'iis', 'configuration', 'authorization', 'adfs']	181	4801362	registered	https://www.gravatar.com/avatar/d0ff1648c212c9243c83f65f1b691549?s=128&d=identicon&r=PG&f=1	sampa	https://stackoverflow.com/users/4801362/sampa	False	14	1	0	1573093092	1572949465	58709294	https://stackoverflow.com/questions/58709294/block-anonymous-folder-access-with-adfs	Block anonymous folder access with ADFS	8640	7609093	registered	N/A	https://i.stack.imgur.com/lwHJH.png?s=128&g=1	Brando Zhang	https://stackoverflow.com/users/7609093/brando-zhang	False	0	1573093092	N/A	1573093092	58741061	58709294
['c#', '.net', 'windows-services']	1161	2461	registered	https://www.gravatar.com/avatar/158c2efc5c763a95a3a554fa9587074d?s=128&d=identicon&r=PG	Zack Elan	https://stackoverflow.com/users/2461/zack-elan	True	14354	8	9	1573090371	1237908018	677874	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service	Starting a process with credentials from a Windows Service	11	6526663	registered	N/A	https://www.gravatar.com/avatar/e2ed744a63585f68a0232787bc7676d1?s=128&d=identicon&r=PG&f=1	MatthewSegal	https://stackoverflow.com/users/6526663/matthewsegal	False	1	1573090371	N/A	1573090371	58740731	677874
['c#', '.net', 'windows-services']	1161	2461	registered	https://www.gravatar.com/avatar/158c2efc5c763a95a3a554fa9587074d?s=128&d=identicon&r=PG	Zack Elan	https://stackoverflow.com/users/2461/zack-elan	True	14354	8	9	1573090371	1237908018	677874	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service	Starting a process with credentials from a Windows Service	105745	850848	registered	80	https://www.gravatar.com/avatar/c287735beca76400cb9b6d08bf591cb9?s=128&d=identicon&r=PG	Martin Prikryl	https://stackoverflow.com/users/850848/martin-prikryl	False	11	1567006436	1567006436	1433622179	30687230	677874
['c#', '.net', 'windows-services']	1161	2461	registered	https://www.gravatar.com/avatar/158c2efc5c763a95a3a554fa9587074d?s=128&d=identicon&r=PG	Zack Elan	https://stackoverflow.com/users/2461/zack-elan	True	14354	8	9	1573090371	1237908018	677874	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service	Starting a process with credentials from a Windows Service	7233	12845	registered	N/A	https://www.gravatar.com/avatar/884778c6314f4b54cf58b18667f4c1a8?s=128&d=identicon&r=PG	Stephen Martin	https://stackoverflow.com/users/12845/stephen-martin	True	17	1373287020	1373287020	1237916246	678449	677874
['c#', '.net', 'windows-services']	1161	2461	registered	https://www.gravatar.com/avatar/158c2efc5c763a95a3a554fa9587074d?s=128&d=identicon&r=PG	Zack Elan	https://stackoverflow.com/users/2461/zack-elan	True	14354	8	9	1573090371	1237908018	677874	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service	Starting a process with credentials from a Windows Service	3144	10262	registered	N/A	https://www.gravatar.com/avatar/9233ce062ce81a33efcfad105ec40473?s=128&d=identicon&r=PG	Adam Ruth	https://stackoverflow.com/users/10262/adam-ruth	False	0	1243324307	N/A	1243324307	909455	677874
